2.659283	5.967612
0.382940	1.443676
4.427806	4.172364
0.687085	2.743654
2.958256	2.466463
3.855275	5.461051
-0.814465	-1.076782
-1.152747	1.522952
0.838972	-0.572327
0.802952	-0.461034
-1.313654	1.651644
-0.900371	-1.748767
-0.692512	0.506838
1.157488	4.343988
1.083380	4.767988
-0.086674	-1.435810
0.220045	-0.259699
1.160119	-1.132165
0.993292	-1.911795
1.731099	4.352276
-0.696031	0.378402
1.407639	4.947205
-0.207172	5.512302
4.741440	4.626894
3.290255	4.145982
6.029888	3.348679
3.233678	2.970479
0.564579	3.702606
-1.899191	4.693695
0.168053	1.316628
3.659776	3.725485
1.387644	1.081089
4.810002	4.506745
5.173489	6.239754
-1.398912	4.841713
0.763162	1.632357
1.974583	-0.934352
-0.772067	-0.414162
0.803946	0.036066
0.366598	3.937503
0.851271	5.900367
-1.070281	4.295417
1.147222	3.865504
-1.330764	1.775510
0.363602	1.195331
1.834622	-1.683874
0.063569	0.163441
0.315408	0.234539
1.535284	2.892155
0.457281	1.689520
-0.730714	5.329644
0.096700	2.545641
2.576887	4.082748
5.201831	2.600826
1.221445	4.093195
1.974633	3.871798
4.132987	3.527687
4.727513	4.633828
0.038428	-0.854319
0.568446	-0.294023
4.279308	5.022596
0.133150	0.484780
5.194800	5.169177
3.786781	3.083362
-0.552871	5.155196
0.747048	1.347990
0.456904	0.484088
-0.460153	-1.397999
-2.236465	-0.463615
-0.832849	-0.682020
2.586260	3.329836
-1.485505	3.423553
4.997158	5.300150
-1.740792	-0.777260
-0.805028	0.998331
-0.957675	3.094245
-0.493378	0.414462
-1.469798	-1.272358
0.260936	2.740113
3.041755	3.004037
0.572557	4.778193
-0.172916	-0.769547
4.992636	4.763754
0.311203	3.803597
0.822488	4.065902
5.293007	5.696868
5.378713	3.835492
5.696673	4.830132
-0.728721	-0.931825
0.371256	0.879946
-1.405099	6.392960
-1.123862	3.810534
-0.362651	-0.402450
0.354939	-0.262127
0.861988	-0.505348
0.466997	-0.080174
0.031502	0.589007
-0.620118	3.525331
1.156866	3.827116
-0.363554	0.396231
-0.095491	3.496232
4.123399	5.177833
-0.516087	-0.257930
0.316744	4.555774
0.173301	4.007214
0.215850	3.446073
0.190421	-0.347693
0.444665	5.018720
-0.897862	4.462326
0.321218	-0.224723
0.255659	0.853960
0.442493	-1.541592
-2.339188	-0.928232
1.647217	1.324631
0.316577	-1.225282
0.800065	-0.907901
-1.301797	0.029369
0.054527	0.394603
0.087154	0.221266
3.620003	4.093388
0.528566	1.062934
0.244901	-0.377012
0.319117	1.136629
1.040546	-0.795249
1.094980	0.008884
-0.385658	-0.471474
-1.042182	4.741188
0.660444	3.575883
-0.313538	0.906336
-0.606247	1.626899
0.902702	0.484402
3.582173	2.360023
0.970681	0.958272
1.574652	3.367992
-1.435743	4.643076
1.994292	4.361532
0.605958	-0.572132
-0.895545	4.475109
-0.756013	-1.228206
1.575818	-0.501143
-0.287917	-2.198788
0.143666	-0.923028
5.035113	3.818223
4.102346	2.256106
4.163524	4.930102
5.127765	5.777661
0.576763	0.485301
0.965862	-0.785084
4.453270	4.298537
5.026406	4.471761
-0.878094	-0.172360
-1.576312	-0.108837
-0.582230	0.701232
2.866723	0.700688
3.433537	4.776028
-1.484677	-0.327831
0.285189	4.533066
1.107138	5.317284
-0.749383	-1.057930
0.297065	-1.752762
0.288588	-1.857630
0.194774	-0.093531
0.355979	0.398056
0.496979	4.991877
1.649891	4.708172
2.579141	5.837855
4.566066	3.883723
-1.563993	-2.688737
0.307321	0.421456
0.426237	0.556662
0.950696	3.978878
-1.252125	2.683816
-0.080747	3.970847
-0.747009	3.329207
1.451368	4.670349
0.358566	0.505120
0.010949	4.277152
-0.427242	1.291022
3.430803	4.608620
6.054020	6.328003
1.172067	6.698834
-0.146988	1.170911
-0.075422	2.096923
1.065593	0.547284
6.135324	1.318339
0.762706	-0.019907
-0.395348	-0.423291
-2.268989	4.198770
-0.791487	0.612579
-0.691198	1.142677
-1.333275	1.551046
0.182636	3.176839
5.045239	3.779808
4.376096	4.046249
2.197862	4.972406
3.915127	3.995189
4.406700	2.871996
-1.078767	0.255972
0.268596	-0.060824
-0.461450	2.225112
0.955839	4.381111
0.067992	4.980811
-0.691630	4.546171
1.250520	4.081474
0.142538	4.442134
1.197623	0.293203
1.804330	4.038413
2.641179	4.488034
0.652898	0.722257
-0.088339	2.945893
-1.191805	3.471066
-1.963893	1.099864
-0.204405	1.586044
1.376706	4.283930
6.039391	4.251851
1.025191	1.181972
-0.057193	3.546923
-0.324474	6.348475
0.149360	0.678694
-1.560176	4.685458
0.964278	0.060089
-1.020532	3.733825
-0.317889	2.606859
3.933517	4.186765
2.905785	4.537203
4.357953	5.424926
2.764062	4.395892
0.421764	-0.093419
0.908383	2.992361
2.148795	3.457588
1.039598	0.397888
-1.005272	5.339016
-0.205421	4.387122
-1.149321	3.889681
0.254873	3.009913
-0.097484	3.379146
-0.395240	0.762305
-0.232995	4.412071
4.071889	4.105469
-0.009372	5.228684
1.079023	5.172206
0.379839	-1.112954
0.210025	1.046239
0.170194	4.612988
0.589460	3.665913
0.330830	-0.620371
1.420108	3.773950
-0.385863	6.012362
1.642921	2.548403
-1.027527	4.374806
-0.417354	4.106924
-0.052712	4.418239
-0.548528	4.322765
-0.212653	4.475877
4.738316	3.663962
4.454871	4.823288
3.631368	5.077423
0.855069	4.462214
4.357041	5.068740
-0.378763	4.174084
0.401553	-0.786501
0.603532	-0.272205
-1.046704	-1.236158
-1.488722	3.281059
-1.866663	3.684722
-0.743067	-1.257466
1.229303	-0.709242
2.001186	-1.538554
5.285537	4.123690
0.900401	-1.221918
3.859729	5.571261
5.620098	4.757718
-0.564633	-0.614196
0.320681	-0.997020
2.977018	4.149472
-0.522630	0.875385
0.698297	2.789354
-0.755075	-0.495484
-1.088810	-0.848779
-0.827609	3.457173
0.288307	1.514013
0.187623	4.537489
1.250262	4.829684
2.544193	3.435928
3.212787	4.716102
4.572349	3.117307
-0.644793	3.879050
-0.248456	3.086278
-0.006125	4.095735
1.366249	5.741334
-1.420304	0.672575
1.350306	-1.672697
-0.672593	-1.834490
0.419033	3.956317
1.270210	0.101483
-0.128255	1.291104
1.074532	0.869895
0.052280	-0.479008
1.637404	-0.418234
0.739074	-1.602203
0.044663	0.093955
3.002510	4.270725
0.413257	0.349004
3.134772	4.296445
5.122291	2.241685
4.624836	4.163076
-0.659832	3.189479
2.557887	4.100001
0.833400	4.116154
0.230849	4.965506
1.278309	5.078855
-2.082974	4.777839
