-1.039984	0.750451
0.940565	-1.951035
-1.302180	0.127840
-0.316243	-0.016801
-0.853044	0.879398
0.777792	0.066031
1.127241	0.467509
-0.859292	0.368751
-0.958883	0.878450
-0.049926	-0.184862
-0.680930	1.222541
-0.154529	-0.428328
-0.352134	0.532309
0.365444	0.412733
0.430821	2.141648
-0.406415	-0.512243
-0.813773	0.615979
1.128972	-0.113947
-0.840156	-0.824481
0.650593	0.743254
0.543154	-0.665510
0.232161	0.116686
0.218689	0.871429
0.223596	0.678914
0.067579	0.289119
0.631288	-1.457156
-0.319671	-0.470373
-0.638878	-0.275142
1.494941	-0.865831
0.968278	-1.682870
-0.334885	0.162753
0.586222	0.711227
0.793347	-0.348725
-0.462352	0.857976
3.808696	2.724314
2.866713	3.080548
4.497161	4.142426
4.690485	3.572747
4.158540	4.625590
3.690653	4.456775
3.338074	3.636946
3.618262	2.804160
4.486972	3.530598
4.012494	4.480747
4.446531	4.665385
3.901515	3.576702
3.920282	2.312666
2.552888	2.677300
3.002753	4.399774
3.094521	3.621837
5.299228	3.643736
4.737516	3.066382
3.794562	3.049978
3.660967	4.840308
2.272680	4.434424
4.237736	3.405850
2.553942	4.072130
3.470507	4.232676
4.021852	5.601779
3.760644	2.976503
4.179276	4.219997
5.359188	4.835111
4.356871	5.463303
2.811237	3.360248
3.073424	3.610190
2.623314	4.635151
3.777777	2.529194
-1.015579	4.313514
0.838127	5.996731
2.913862	4.414409
-0.989538	1.867954
0.267711	3.187059
-0.415357	3.387903
-0.140791	5.065980
0.157049	3.841365
-1.035654	2.325317
-0.486308	3.946217
1.767930	4.130275
0.982740	3.500704
-1.184944	3.034883
-0.725226	6.128470
-0.821387	4.838489
-0.902927	4.931573
0.384951	3.843362
-0.040763	3.345212
0.446072	3.545017
-1.225606	2.722062
0.172588	5.579091
0.159992	3.881362
0.285826	5.306002
0.219383	3.589073
1.106289	4.428756
1.535756	4.183234
-1.224469	2.631841
1.650928	5.723666
-0.179519	3.616813
1.461444	2.892954
-0.894727	4.643327
-0.394605	3.994878
-0.163443	4.337575
